date,ward_id,hotspots,hotspots_48h,pm25_coverage,pm25_mean,pm25_mean_7d,pm25_slope_7d,humidity_mean,humidity_7d,humidity_trend_7d,temp_max,wind_max,precipitation_sum,days_since_rain,green_cover_pct,market_flag,income_ord,festival_window,doy_sin,doy_cos,burn_day,split_year
2022-08-22,bhosari,0,0.0,1.0,6.116666666666667,5.585714285714286,0.1523809523809526,87,85.85714285714286,0.0,25.6,31.4,2.1,0,10,0,0,0,-0.7731383255706026,-0.6342374393978054,0,2022
2022-08-23,bhosari,0,0.0,1.0,5.445833333333333,5.870833333333333,0.28511904761904766,86,85.71428571428571,-0.14285714285714285,26.2,26.7,1.1,0,10,0,0,0,-0.7839338166829201,-0.620844401650647,0,2022
2022-08-24,bhosari,0,0.0,1.0,5.75,6.02797619047619,0.15714285714285708,85,85.28571428571429,-0.42857142857142855,26.5,24.6,2.5,0,10,0,0,0,-0.7944973291665992,-0.6072676460566135,0,2022
2022-08-25,bhosari,0,0.0,1.0,8.2875,6.2559523809523805,0.22797619047619047,85,85.28571428571429,0.0,27.1,17.4,3.0,0,10,0,0,0,-0.8048257371083452,-0.593511190196115,0,2022
2022-08-26,bhosari,0,0.0,1.0,12.654166666666667,6.390476190476191,0.13452380952380935,83,85.42857142857143,0.14285714285714285,27.8,18.0,0.8,1,10,0,0,0,-0.8149159841660791,-0.5795791048257612,0,2022
2022-08-27,bhosari,0,0.0,1.0,21.075,7.330357142857143,0.9398809523809524,81,85.14285714285714,-0.2857142857142857,28.1,19.6,1.0,0,10,0,0,0,-0.8247650844733614,-0.5654755126737576,0,2022
2022-08-28,bhosari,0,0.0,1.0,21.554166666666664,9.471428571428572,2.1410714285714287,80,84.57142857142857,-0.5714285714285714,28.3,15.6,0.5,1,10,0,0,0,-0.8343701235229538,-0.5512045872199277,0,2022
2022-08-29,bhosari,0,0.0,1.0,25.0625,11.554761904761904,2.0833333333333326,81,83.85714285714286,-0.7142857142857143,29.2,13.0,1.4,0,10,0,0,0,-0.8437282590292712,-0.5367705514607103,0,2022
2022-08-30,bhosari,0,0.0,1.0,28.84166666666667,14.26130952380952,2.706547619047619,83,83.0,-0.8571428571428571,29.9,11.3,5.0,0,10,0,0,0,-0.8528367217694595,-0.522177676659508,0,2022
2022-08-31,bhosari,0,0.0,1.0,20.016666666666666,17.603571428571428,3.342261904761905,86,82.57142857142857,-0.42857142857142855,29.8,10.5,19.6,0,10,0,0,0,-0.8616928164028522,-0.5074302810827518,0,2022
